officer_id;po_assigned_unit;TotalComplaints;Civil Rights Complaint;Criminal Allegation;Departmental Violation;Disciplinary Code Violation;Domestic;Drugs;Falsification;Harassment;Investigation OnGoing;Lack of Service;No C.A.P. Investigation;Other Misconduct;Physical Abuse;Referred to Other Agency/C.A.P. Investigation;Sexual Crime/Misconduct;Unprofessional Conduct;Verbal Abuse;Gender;race;No Sustained Findings;Not Applicable;Pending;Sustained Finding
26539117;1800 18TH DISTRICT;12;0;0; 6;0;0;0;0;1;0;2;0;0;2;0;0;0;1;1;2;10;0;0; 2
26554223;0300 03RD DISTRICT; 2;0;0; 1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;5; 2;0;1; 0
26554223;1900 19TH DISTRICT; 1;0;0; 1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;5; 2;0;1; 0
26583063;2400 24TH DISTRICT; 6;1;0; 2;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;4; 4;0;0; 2
26648637;2200 22ND DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; 0;0;0; 1
26668207;2600 26TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
26692239;6600 NORTHWEST DETECTIVE; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
26741678;1800 18TH DISTRICT; 1;0;0; 0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
26780816;5200 TRAFFIC DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5; 2;0;0; 0
26795923;2500 25TH DISTRICT; 2;0;0; 0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5; 1;1;0; 0
26804162;9807 SUMMER INITIATIVE; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5; 0;0;1; 0
26858236;2200 22ND DISTRICT; 3;0;0; 2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5; 1;0;0; 2
26910077;3500 35TH DISTRICT; 3;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5; 3;0;0; 0
26945611;2200 22ND DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 0;0;0; 1
26991617;9821 SAFETY OFFICE; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
27043458;1400 14TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
27047063;2500 25TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4; 1;0;0; 0
27068864;6702 SPECIAL VICTIMS UNI; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2; 1;0;0; 0
27074701;1400 14TH DISTRICT; 7;1;0; 2;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;5; 6;0;0; 1
27087404;3500 35TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 1
27140275;2400 24TH DISTRICT; 3;0;0; 1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;5; 2;0;0; 1
27156412;2400 24TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5; 1;0;0; 0
27161046;1500 15TH DISTRICT; 5;0;0; 2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;4; 5;0;0; 0
27183877;2200 22ND DISTRICT; 3;0;0; 3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 0;0;0; 3
27220956;2200 22ND DISTRICT; 3;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;5; 2;0;0; 1
27231256;1900 19TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5; 1;0;0; 0
27231943;1900 19TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 0;0;0; 1
27276231;1500 15TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2; 1;0;0; 0
27318803;1500 15TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5; 2;0;0; 0
27349874;2500 25TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5; 1;0;0; 0
27398111;2200 22ND DISTRICT; 1;0;1; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
27425920;1900 19TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2; 1;0;0; 1
27483426;1900 19TH DISTRICT; 4;0;0; 1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;5; 4;0;0; 0
27565996;5900 EAST DETECTIVES; 2;0;0; 0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1; 1;0;1; 0
27574235;5800 TRAINING EDUC SERV; 1;0;0; 0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
27589341;1400 14TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4; 1;0;0; 0
27660753;1400 14TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2; 1;0;0; 0
27782804;0600 06TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2; 0;0;1; 0
27812501;6100 SOUTH DETECTIVES; 4;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;2; 4;0;0; 0
27831041;9800 INTERNAL AFFAIRS; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5; 0;1;0; 0
27855073;6003 HOMICIDE UNIT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5; 1;0;0; 0
27874643;4601 S.W.A.T.; 3;0;0; 2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2; 3;0;0; 0
27881509;1500 15TH DISTRICT; 4;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;5; 4;0;0; 0
27903482;4921 RADIO ROOM 1; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; 0;0;0; 1
27929059;1800 18TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 1;0;0; 0
27956697;1500 15TH DISTRICT; 2;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5; 0;0;0; 2
28059007;0700 07TH DISTRICT; 6;0;0; 1;0;0;0;0;0;0;2;0;0;1;0;0;0;2;1;5; 5;0;0; 1
28059179;2500 25TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5; 0;0;1; 0
28090249;1600 16TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2; 0;0;1; 0
28157026;1800 18TH DISTRICT; 1;0;0; 0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1; 1;0;0; 0
28196164;1200 12TH DISTRICT; 5;0;1; 0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;5; 3;1;0; 1
28212129;1700 17TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2; 1;0;0; 1
28216935;3900 39TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4; 1;0;0; 0
28218995;1200 12TH DISTRICT; 6;0;1; 1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;5; 6;0;0; 0
28241998;0700 07TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 0;0;0; 1
28261567;5200 TRAFFIC DISTRICT; 3;0;0; 0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;2; 3;0;0; 0
28274442;1200 12TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2; 2;0;0; 0
28303110;5900 EAST DETECTIVES; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
28327142;1800 18TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 0;0;0; 1
28331949;3500 35TH DISTRICT; 6;0;0; 4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;5; 5;0;0; 1
28353921;0100 01ST DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5; 1;0;0; 0
28370744;6702 Special Victims Unit; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
28412629;1200 12TH DISTRICT; 2;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2; 2;0;0; 0
28427392;2600 26TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2; 1;0;0; 0
28433400;9807 SUMMER INITIATIVE; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; 1;0;0; 0
28456231;6500 SOUTHWEST DET; 4;0;0; 2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5; 4;0;0; 0
28491937;5300 HIGHWAY PATROL;10;0;1; 7;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;5; 8;0;0; 2
28570215;1200 12TH DISTRICT; 1;0;0; 0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
28624460;0600 06TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;5; 2;0;0; 0
28624460;5800 TRAINING EDUC SERV; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;5; 2;0;0; 0
28690034;5900 EAST DETECTIVES; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
28691064;7401 NARC FIELD UNIT; 4;0;0; 3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2; 3;1;0; 0
28692438;0100 01ST DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 2;0;0; 0
28694497;0500 05TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 2;0;0; 0
28694497;0800 08TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 2;0;0; 0
28705500;9800 Internal Affairs; 1;0;1; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
28716642;3900 39TH DISTRICT; 3;0;0; 1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5; 2;0;1; 0
28730203;2600 26TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5; 0;0;1; 0
28735010;3500 35TH DISTRICT; 3;0;0; 2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 2
28765909;6400 NORTHEAST DET; 3;0;0; 1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;5; 3;0;0; 0
28798181;5810 ORDINANCE DISP UNIT; 2;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;4; 2;0;0; 0
28817922;1900 19TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5; 0;1;0; 0
28843156;0700 07TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 1;0;0; 0
28890191;6702 SPECIAL VICTIMS UNI; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5; 0;1;0; 0
28918001;4902 DETENTION ROOM; 1;0;1; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; 1;0;0; 0
28928472;1200 12TH DISTRICT; 1;0;0; 0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
28987008;7403 NARC FIELD UNIT NOR; 2;0;0; 0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2; 2;0;0; 0
29042283;2500 25TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4; 0;0;0; 1
29102365;1900 19TH DISTRICT; 6;1;0; 0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;1;5; 5;0;1; 0
29105798;3500 35TH DISTRICT; 2;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;2; 2;0;0; 0
29113695;3900 39TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 2;0;0; 0
29144937;1800 18TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2; 2;0;0; 0
29180299;6004 MAJOR CRIME AUTO UN; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 1;0;0; 0
29180642;3500 35TH DISTRICT;32;0;0;14;0;0;0;0;1;2;1;0;0;5;0;0;2;7;1;2;22;0;2; 8
29196779;1700 17TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;5; 1;0;1; 0
29196779;9807 SUMMER INITIATIVE; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;5; 1;0;1; 0
29247247;4601 S.W.A.T.; 3;0;0; 2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5; 3;0;0; 0
29259950;7402 STRIKE FORCE; 1;0;0; 1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2; 1;0;1; 0
29259950;5200 TRAFFIC DISTRICT; 1;0;0; 1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2; 1;0;1; 0
29277116;1700 17TH DISTRICT; 2;0;0; 0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2; 1;0;0; 1
29311792;1900 19TH DISTRICT; 3;0;0; 0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;2; 2;1;0; 0
29333764;1700 17TH DISTRICT; 3;0;0; 0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;5; 3;0;0; 0
29340631;5900 EAST DETECTIVES; 1;0;0; 0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;5; 2;0;1; 0
29340631;0200 02ND DISTRICT; 2;0;0; 0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;5; 2;0;1; 0
29348527;1600 16TH DISTRICT; 5;0;0; 0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;1;2; 4;0;1; 0
29357969;4922 RADIO ROOM 2; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0; 1;0;0; 0
29364663;1600 16TH DISTRICT; 5;0;0; 2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;2; 5;0;0; 0
29367067;5300 HIGHWAY PATROL; 2;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2; 2;0;0; 0
29419938;7700 AIRPORT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 1;0;0; 1
29431611;2600 26TH DISTRICT; 5;0;0; 3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;5; 3;0;1; 1
29439508;2500 25TH DISTRICT; 3;0;0; 0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2; 1;0;1; 1
29441911;1500 15TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; 1;0;0; 0
29468519;2500 25TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4; 1;0;0; 1
29481050;4921 RADIO ROOM; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2; 1;0;0; 0
29546625;0900 09TH DISTRICT; 2;0;0; 0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2; 2;0;0; 0
29546796;1800 18TH DISTRICT; 9;1;0; 0;0;0;0;0;0;0;3;2;0;1;0;0;1;1;1;1; 6;2;0; 1
29553663;2400 24TH DISTRICT; 1;0;0; 0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2; 0;0;2; 0
29553663;0100 01ST DISTRICT; 1;0;0; 0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2; 0;0;2; 0
29562932;3500 35TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0; 1;0;0; 0
29584733;2500 25TH DISTRICT;14;1;2; 8;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;5;11;0;0; 3
29614602;4923 RADIO ROOM 3; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2; 0;0;0; 1
29622499;1700 17TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2; 0;1;0; 0
29636575;0900 09TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
29643442;0600 06TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;5; 3;0;0; 0
29643442;2400 24TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;5; 3;0;0; 0
29652711;0100 01ST DISTRICT; 1;0;0; 2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1; 3;0;0; 2
29652711;0300 03RD DISTRICT; 1;0;0; 2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1; 3;0;0; 2
29652711;6100 SOUTH DETECTIVES; 1;0;0; 2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1; 3;0;0; 2
29652711;9803 CIVIL AFFAIRS UNIT; 2;0;0; 2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1; 3;0;0; 2
29657346;2200 22ND DISTRICT; 2;0;0; 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4; 0;0;0; 2
29659578;3900 39TH DISTRICT; 4;0;0; 1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;5; 4;0;0; 0
29664213;1900 19TH DISTRICT; 8;1;0; 4;0;0;0;0;1;0;1;0;0;1;0;0;0;2;1;5;10;0;0; 0
29664213;6500 SOUTHWEST DET; 2;1;0; 4;0;0;0;0;1;0;1;0;0;1;0;0;0;2;1;5;10;0;0; 0
29725152;9800 INTERNAL AFFAIRS; 1;1;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 2;0;0; 0
29725152;0600 06TH DISTRICT; 1;1;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 2;0;0; 0
29770128;1500 15TH DISTRICT;11;0;0; 5;0;0;0;0;1;0;1;0;0;1;0;0;1;4;1;4;10;0;0; 3
29770128;2600 26TH DISTRICT; 2;0;0; 5;0;0;0;0;1;0;1;0;0;1;0;0;1;4;1;4;10;0;0; 3
29944021;1500 15TH DISTRICT; 3;0;0; 0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;5; 2;0;0; 1
29947454;1900 19TH DISTRICT; 7;0;0; 4;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;5; 3;0;0; 4
30026590;7700 AIRPORT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
30077401;2400 24TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5; 0;1;0; 0
30096971;0800 08TH DISTRICT;11;0;0; 2;0;0;0;0;2;0;4;1;0;0;0;0;1;1;0;1; 9;1;0; 1
30101777;1200 12TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2; 1;0;0; 0
30168554;2400 24TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5; 0;0;1; 0
30233957;1900 19TH DISTRICT; 2;0;0; 0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0; 1;0;1; 0
30244256;7402 STRIKE FORCE; 3;0;0; 2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2; 0;0;0; 3
30248033;2200 22ND DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5; 0;0;1; 0
30250093;0900 09TH DISTRICT; 2;1;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 2;0;0; 0
30342447;1800 18TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
30353948;2200 22ND DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2; 0;0;1; 0
30404588;1200 12TH DISTRICT; 5;1;0; 4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 4;0;0; 1
30409051;0200 02ND DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
30461923;9828 Criminal Intell Uni; 2;0;1; 0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5; 2;0;0; 0
30467931;1200 12TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4; 0;0;0; 1
30474626;6702 SPECIAL VICTIMS UNI; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2; 1;0;0; 0
30482866;0300 03RD DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 1;0;0; 1
30561143;9828 CRIMINAL INTEL UNT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4; 0;0;0; 1
30562173;1600 16TH DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2; 0;0;1; 0
30565606;4923 RADIO ROOM 3; 2;0;1; 0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4; 2;0;0; 0
30640451;9803 CIVIL AFFAIRS UNIT; 1;0;0; 0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4; 1;0;0; 0
30657617;9800 INTERNAL AFFAIRS; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2; 0;1;0; 0
30677186;1700 17TH DISTRICT; 2;0;0; 1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2; 2;0;0; 0
30683023;0300 03RD DISTRICT; 7;0;0; 1;0;0;0;0;0;0;2;0;0;1;0;0;2;1;1;2; 3;0;0; 4
30699331;3500 35TH DISTRICT;12;0;0; 7;0;0;0;0;0;0;1;0;0;2;0;0;0;2;1;5; 8;0;0; 4
30747739;2200 22ND DISTRICT; 2;0;0; 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; 1;0;0; 1
30764734;9821 SAFETY OFFICE; 3;0;0; 2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2; 3;0;0; 0
30769540;3500 35TH DISTRICT; 5;0;0; 4;0;0;0;0;0;0;1;0;0;4;0;0;0;1;1;5; 7;0;0; 3
30769540;2500 25TH DISTRICT; 5;0;0; 4;0;0;0;0;0;0;1;0;0;4;0;0;0;1;1;5; 7;0;0; 3
30805246;3900 39TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2; 1;0;0; 0
30806276;0800 08TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
30816575;1600 16TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2; 1;0;0; 0
30888158;1500 15TH DISTRICT; 2;0;0; 1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 1
30899659;4921 RADIO ROOM 1; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; 0;0;0; 1
30922662;6400 NORTHEAST DET; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5; 1;0;0; 0
30936395;6600 NORTHWEST DETECTIVE; 2;0;0; 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 1
30986863;0600 06TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
31104623;0200 02ND DISTRICT; 7;0;2; 2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;5; 5;1;0; 1
31156465;3500 35TH DISTRICT; 6;1;0; 3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4; 5;0;0; 1
31223070;1200 12TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5; 1;0;0; 0
31241609;9821 SAFETY OFFICE; 1;0;1; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4; 2;0;0; 0
31241609;2500 25TH DISTRICT; 1;0;1; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4; 2;0;0; 0
31243669;0700 07TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5; 0;1;0; 0
31265642;1500 15TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
31270105;6400 NORTHEAST DET; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2; 1;0;0; 0
31301347;6702 SPECIAL VICTIMS UNI; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4; 1;0;0; 0
31350786;0200 02ND DISTRICT; 3;0;0; 1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1; 2;0;0; 1
31389924;0600 06TH DISTRICT; 1;0;0; 0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5; 1;0;0; 0
31392499;3500 35TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; 1;0;0; 0
31393358;5200 TRAFFIC DISTRICT; 1;0;0; 0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4; 1;0;0; 0
31416704;2200 22ND DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; 0;0;0; 1
31431638;3500 35TH DISTRICT; 1;0;0; 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5; 1;0;0; 0
31438333;2500 25TH DISTRICT; 1;0;1; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2; 1;0;0; 0
31439706;1900 19TH DISTRICT; 3;0;0; 1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3; 2;1;0; 0
31444169;0300 03RD DISTRICT; 1;0;0; 0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5; 0;0;1; 0
31467344;1400 14TH DISTRICT; 9;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;5;10;0;0; 2
31467344;9807 SUPP POLICE SERVICE; 3;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;5;10;0;0; 2
31483480;3900 39TH DISTRICT; 4;0;0; 3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5; 3;0;0; 1
31547853;0600 06TH DISTRICT; 3;0;0; 1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;5; 2;0;0; 1
